Brand,Model,Year,Mileage,Engine,Fuel_type,Transmission,Ext_col,Int_col,Accident,Clean_title,Price
Jeep,Wrangler SE,2003,71000,150.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Gasoline,5-Speed M/T,Gray,Red,None reported,Yes,12499
Kia,Telluride SX,2020,55400,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,White,Green,,,36500
Land,Rover LR4 Lux,2012,141525,375.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,Black,None reported,Yes,14490
Jaguar,XKR Base,2007,50000,420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Gasoline,Transmission w/Dual Shift Mode,Beige,Black,At least 1 accident or damage reported,Yes,21900
BMW,M4 Base,2020,29140,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Gasoline,M/T,Orange,Orange,None reported,Yes,71995
BMW,M340 i xDrive,2022,9000,382.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Hybrid,8-Speed A/T,Red,White,None reported,Yes,56900
Mercedes-Benz,AMG GLE 53 AMG GLE 53,2021,5595,3.0 Liter Turbo,Hybrid,Automatic,Black,designo Diamond White Metallic,None reported,,83598
RAM,1500 Laramie,2022,34121,5.7L V8 16V MPFI OHV,Gasoline,Automatic,Black,Granite Crystal Clearcoat Metallic,None reported,,48190
BMW,ALPINA B7 Base,2013,36750,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,Black,None reported,Yes,35999
Mercedes-Benz,C-Class C280 4MATIC,2007,49626,228.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,–,White,None reported,Yes,12000
Jeep,Compass High Altitude,2017,45000,172.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Beige,White,At least 1 accident or damage reported,Yes,16500
Toyota,Highlander Hybrid XLE,2019,69350,306.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,Hybrid,A/T,Gray,Black,None reported,Yes,36000
BMW,X5 M Base,2022,8307,4.4L V8 32V GDI DOHC Twin Turbo,Gasoline,8-Speed Automatic,Sakhir Orange,Blue Metallic,None reported,,98900
BMW,M3 Base,2023,4106,3.0L I6 24V GDI DOHC Twin Turbo,Gasoline,6-Speed Manual,Kyalami Orange,Isle of Man Green Metallic,None reported,Yes,84645
BMW,M3 Base,1999,184700,240.0HP 3.2L Straight 6 Cylinder Engine Gasoline Fuel,Gasoline,5-Speed M/T,Gray,Blue,None reported,Yes,36950
Maserati,Quattroporte S Q4 GranLusso,2018,57500,424.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Brown,White,None reported,Yes,41900
Acura,RDX Advance Package,2021,29000,272.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gasoline,10-Speed A/T,Black,Black,None reported,Yes,39650
Mercedes-Benz,GLA-Class GLA 250 4MATIC,2015,61675,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gasoline,Transmission w/Dual Shift Mode,Black,Gray,At least 1 accident or damage reported,Yes,19000
Mercedes-Benz,Sprinter 3500XD High Roof,2021,33300,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,Diesel,7-Speed A/T,Black,White,None reported,Yes,45000
Cadillac,XTS Luxury,2014,62950,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed A/T,Gray,Silver,At least 1 accident or damage reported,Yes,17498
Chevrolet,Camaro 2LT,2015,56675,323.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Gasoline,Transmission w/Dual Shift Mode,Black,Silver,None reported,Yes,19750
Porsche,Cayenne S,2013,92000,400.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Gray,Green,None reported,Yes,23000
Dodge,Magnum R/T,2005,96000,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Gasoline,5-Speed A/T,Gold,Gray,At least 1 accident or damage reported,Yes,12000
INFINITI,Q70 3.7X,2014,33500,330.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Gasoline,7-Speed A/T,Black,Black,None reported,Yes,23000
Land,Rover Range Rover SV Autobiography Dynamic SWB,2020,16754,557.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,White,White,None reported,Yes,112000
Toyota,Camry Hybrid Base,2007,53249,147.0HP 2.4L 4 Cylinder Engine Gas/Electric Hybrid,Hybrid,A/T,Gray,Silver,At least 1 accident or damage reported,Yes,9250
GMC,Acadia SLT-1,2016,119000,281.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Brown,Gold,None reported,Yes,12500
Lincoln,Corsair Reserve,2021,29336,2.0L I4 16V GDI DOHC Turbo,Gasoline,8-Speed Automatic,Sandstone,Black,None reported,,36999
RAM,2500 SLT,2017,86000,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,Diesel,6-Speed A/T,Gray,Gray,At least 1 accident or damage reported,Yes,41000
RAM,3500 Laramie,2014,177000,385.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,Diesel,6-Speed A/T,–,Black,At least 1 accident or damage reported,Yes,40500
Mercedes-Benz,GL-Class GL 450 4MATIC,2013,93500,362.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,Black,At least 1 accident or damage reported,Yes,15900
BMW,M5 Base,2018,47700,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,White,Red,At least 1 accident or damage reported,Yes,54999
Ford,Mustang SVT Cobra,2003,97496,390.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed M/T,Gray,Gray,,,24500
Acura,ILX Premium Package,2022,16120,2.4L I4 16V GDI DOHC,Gasoline,8-Speed Automatic with Auto-Shift,Ebony,Gray,None reported,,26599
Buick,Rainier CXL,2005,147589,275.0HP 4.2L Straight 6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Beige,White,At least 1 accident or damage reported,Yes,2800
Cadillac,Escalade Luxury,2013,95570,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,E85 Flex Fuel,A/T,Black,Black,At least 1 accident or damage reported,Yes,22000
Mercedes-Benz,S-Class S 560,2018,45791,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Gasoline,9-Speed A/T,Gray,Gray,None reported,Yes,52000
INFINITI,QX80 Base,2016,60000,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,Gasoline,7-Speed A/T,Beige,Silver,At least 1 accident or damage reported,Yes,25950
Buick,Encore Preferred,2019,50000,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed A/T,Black,White,None reported,Yes,18795
Mercedes-Benz,GLS 450 Base 4MATIC,2019,33481,3.0L V6 24V GDI DOHC Twin Turbo,Gasoline,9-Speed Automatic,Almond Beige,Black,None reported,,43999
Jeep,Liberty Limited,2010,107000,210.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Gray,Gray,None reported,Yes,5900
Mercedes-Benz,S-Class S 63 AMG,2011,60000,536.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Gasoline,Transmission w/Dual Shift Mode,Black,White,At least 1 accident or damage reported,Yes,37000
Audi,A8 L 3.0T,2016,55000,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Brown,White,None reported,Yes,28000
Mazda,CX-30 2.5 S Select Package,2022,4004,186.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed A/T,Black,Black,None reported,Yes,25500
Bentley,Continental GT Speed,2009,57800,600.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed A/T,Beige,Blue,,,59400
Bentley,Continental GT V8,2022,10972,4.0L V8 32V GDI DOHC Twin Turbo,Gasoline,8-Speed Automatic with Auto-Shift,Black,Red,None reported,Yes,217950
Bentley,Flying Spur V8,2022,27858,4.0L V8 32V GDI DOHC Twin Turbo,Gasoline,8-Speed Automatic with Auto-Shift,–,–,None reported,Yes,197750
Porsche,911 Carrera 4S,2018,31678,3.0 Liter,Gasoline,–,–,Silver,None reported,,106798
Volkswagen,Golf R 4-Door,2016,47144,292.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed M/T,Black,Blue,None reported,Yes,29950
Hyundai,Genesis Coupe 3.8 Grand Touring,2011,165454,306.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,4000
Ford,F-150 XLT,2018,98000,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,10-Speed A/T,–,White,At least 1 accident or damage reported,Yes,25500
Hyundai,Tucson Limited,2020,39913,2.4L I4 16V GDI DOHC,Gasoline,6-Speed Automatic,Beige,Black Noir Pearl,None reported,,22749
Ford,Mustang V6,2013,147191,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed A/T,Black,Blue,At least 1 accident or damage reported,Yes,12990
BMW,435 i,2014,53600,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Black,Silver,None reported,Yes,25980
Dodge,Challenger R/T,2010,100100,–,–,Transmission w/Dual Shift Mode,Black,Purple,None reported,Yes,17000
Mercedes-Benz,AMG G 63 Base,2020,1750,577.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Gasoline,9-Speed A/T,Black,Blue,None reported,Yes,199995
Dodge,Challenger SRT Hellcat,2020,2750,797.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Black,Orange,None reported,Yes,104500
Porsche,Boxster Base,2013,40800,265.0HP 2.7L Flat 6 Cylinder Engine Gasoline Fuel,Gasoline,7-Speed A/T,Beige,Brown,None reported,Yes,35500
Porsche,Macan Base,2018,36798,2.0L I4 16V GDI DOHC Turbo,Gasoline,7-Speed Automatic with Auto-Shift,Black,Volcano Grey Metallic,At least 1 accident or damage reported,Yes,49500
Ford,F-250 XL,2021,77699,6.7L V8 32V DDI OHV Turbo Diesel,Diesel,Automatic,Medium Earth Gray,White,,,49883
Ford,Mustang GT,2010,87500,315.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,Red,At least 1 accident or damage reported,Yes,14900
Chevrolet,Suburban LT,2020,93000,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,Black,None reported,Yes,38500
Mercedes-Benz,C-Class C 300 4MATIC,2018,41515,2.0L I4 16V GDI DOHC Turbo,Gasoline,9-Speed Automatic,Black,Black,None reported,Yes,28251
RAM,1500 Classic Warlock,2019,19000,3.6L V6 24V MPFI DOHC Flexible Fuel,E85 Flex Fuel,8-Speed Automatic,Diesel Gray / Black,Diamond Black,At least 1 accident or damage reported,,33242
Toyota,Sequoia SR5,2023,1539,3.4L V6 24V PDI DOHC Twin Turbo Hybrid,Hybrid,Automatic,Boulder,Green,At least 1 accident or damage reported,Yes,76373
BMW,M5 Base,2018,31090,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Black,Green,At least 1 accident or damage reported,Yes,68000
Mazda,Mazda3 FWD w/Premium Package,2022,21701,2.5L I4 16V,Gasoline,6-Speed Automatic,Black,Soul Red Crystal Metallic,None reported,,25099
Nissan,Rogue SL,2016,97726,"2.5L I-4 DOHC, variable valve control, regular unleaded, engine",Gasoline,Variable,Charcoal,Gun Metallic,At least 1 accident or damage reported,,15998
Audi,A7 3.0T Prestige,2015,73000,240.0HP 3.0L V6 Cylinder Engine Diesel Fuel,Diesel,8-Speed A/T,Gray,White,None reported,Yes,34000
Genesis,G80 3.8,2020,23600,311.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Gray,Blue,None reported,Yes,31900
Rolls-Royce,Ghost Base,2016,8755,563.0HP 6.6L 12 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,Black,None reported,Yes,166900
BMW,M6 Gran Coupe Base,2019,20500,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Gasoline,Transmission w/Dual Shift Mode,Black,Blue,None reported,Yes,67900
Ford,Mustang V6,2013,57912,305.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed M/T,Black,Black,At least 1 accident or damage reported,Yes,18750
BMW,650 i,2009,35000,360.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,Black,None reported,Yes,18500
Nissan,Leaf SV PLUS,2023,7089,214.0HP Electric Motor Electric Fuel System,,1-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,29895
Lincoln,MKC Reserve,2019,35469,2.3L I4 16V GDI DOHC Turbo,Gasoline,6-Speed Automatic,–,Black,,,30890
Kia,Telluride EX,2022,14676,3.8L V6 24V GDI DOHC,Gasoline,8-Speed Automatic,Gray,Dark Moss,None reported,,46787
Lincoln,Navigator Reserve,2022,13750,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,10-Speed A/T,Beige,White,None reported,Yes,79999
Mercedes-Benz,S-Class S 550 4MATIC,2015,13300,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,Black,None reported,Yes,62500
Chevrolet,Suburban LT,2017,117000,6.0L 8 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed A/T,Beige,Blue,None reported,Yes,27000
Audi,A7 55 Premium,2020,27100,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Hybrid,A/T,Black,White,None reported,Yes,50000
Ford,Mustang EcoBoost Premium,2017,89352,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed A/T,Black,White,At least 1 accident or damage reported,Yes,20989
Chevrolet,Cruze LS,2018,100000,153.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,White,At least 1 accident or damage reported,Yes,8500
Land,Rover Range Rover HSE SWB,2020,16000,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Hybrid,A/T,Black,Silver,None reported,Yes,75500
Land,Rover Defender S,2023,15200,296.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,White,None reported,Yes,62999
BMW,650 i,2012,39960,400.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed M/T,Brown,White,None reported,Yes,38995
Ford,Mustang Base,2008,119000,210.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,White,At least 1 accident or damage reported,Yes,13500
Kia,K5 GT-Line,2022,10971,1.6L I4 16V GDI DOHC Turbo,Gasoline,8-Speed Automatic,Black,Passion Red,None reported,,29998
Mazda,Mazda3 i Touring,2014,118500,155.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gasoline,M/T,Black,Silver,At least 1 accident or damage reported,Yes,11500
Kia,Stinger GT1,2021,8288,365.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Black,Black,None reported,Yes,45899
Chevrolet,Camaro ZL1,2023,2950,650.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Gasoline,10-Speed A/T,Gray,Red,None reported,Yes,74500
Mercedes-Benz,AMG G 63 Base,2017,73000,563.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Gasoline,7-Speed A/T,Black,White,At least 1 accident or damage reported,Yes,78000
Ford,Thunderbird Premium,2005,82000,280.0HP 3.9L 8 Cylinder Engine Gasoline Fuel,Gasoline,Transmission w/Dual Shift Mode,White,Gold,None reported,Yes,14900
Audi,e-tron Prestige,2019,7874,Electric,,1-Speed Automatic,Pearl Beige,Typhoon Gray Metallic,None reported,,38999
GMC,Sierra 1500 SLT,2017,49105,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Black,White,None reported,Yes,39750
Kia,Telluride LX,2023,5500,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Black,Silver,None reported,Yes,40000
Chevrolet,Corvette Base,2005,36700,400.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed M/T,Black,Blue,None reported,Yes,26000
BMW,650 i,2014,40000,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Gasoline,Transmission w/Dual Shift Mode,Beige,White,None reported,Yes,34000
Nissan,Rogue SL,2017,78110,170.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,Silver,,,17500
GMC,Acadia Denali,2015,74864,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Beige,Gray,None reported,Yes,19780
Cadillac,Escalade Premium Luxury Platinum,2021,15350,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Gasoline,10-Speed A/T,Black,Black,None reported,Yes,93500
Nissan,GT-R Premium,2010,46100,485.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed A/T,Black,Blue,None reported,Yes,72999
Toyota,Highlander XLE,2018,61454,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Gray,Silver,None reported,Yes,31000
BMW,X7 xDrive40i,2020,45241,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Brown,Blue,None reported,Yes,54500
INFINITI,QX60 Base,2018,48000,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,CVT Transmission,Black,Black,None reported,Yes,27000
Lexus,IS 250C Base,2010,68500,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed M/T,Beige,Black,None reported,Yes,18500
GMC,Sierra 1500 Denali,2019,43433,5.3L V8 16V GDI OHV,Gasoline,Automatic,Walnut,Onyx Black,None reported,,51899
Chevrolet,SSR Base,2005,122961,6.0L V8 16V MPFI OHV,Gasoline,4-Speed Automatic,Ebony,Redline Red,None reported,Yes,20995
Dodge,Challenger R/T,2014,92861,375.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Gasoline,5-Speed A/T,Red,Gray,None reported,Yes,19750
Hyundai,Equus Signature,2016,72000,429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Beige,White,None reported,Yes,21400
Lamborghini,Aventador SVJ Base,2019,6929,759.0HP 6.5L 12 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,Blue,None reported,Yes,649999
Ford,Mustang GT,2003,83000,260.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,Gray,None reported,Yes,10500
Audi,e-tron Premium,2021,18031,Electric,,1-Speed Automatic,Black,Navarra Blue Metallic,None reported,,39599
Chevrolet,S-10 LS Crew Cab,2001,139000,190.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Gray,Red,None reported,Yes,7000
Toyota,Sequoia Limited,2023,8200,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,Hybrid,10-Speed A/T,Black,Brown,None reported,Yes,78900
Land,Rover Range Rover Sport HST MHEV,2020,19000,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Hybrid,Transmission w/Dual Shift Mode,Black,Silver,,,74900
Jeep,Grand Cherokee L Limited,2022,12875,3.6L V6 24V MPFI DOHC,Gasoline,8-Speed Automatic,Global Black,Diamond Black,None reported,,42599
Maserati,GranTurismo Sport,2015,32000,454.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Brown,Beige,None reported,Yes,36000
BMW,M5 Base,2013,61145,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Gasoline,7-Speed A/T,Beige,White,At least 1 accident or damage reported,Yes,37500
Mercedes-Benz,C-Class 4MATIC Sedan,2022,9612,"2L I-4 gasoline direct injection, DOHC, variable valve control,",Gasoline,"Automatic, 9-Spd 9G-Tronic",–,–,None reported,,43900
Land,Rover Range Rover Sport First Edition,2023,3534,4.4 Liter,Hybrid,Automatic,Black,Red,None reported,,143998
Ford,F-150 Lariat,2011,152000,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed A/T,Beige,Brown,None reported,Yes,14000
Audi,A4 2.0T Premium,2012,129567,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,White,None reported,Yes,7000
BMW,540 i xDrive,2019,36000,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Gasoline,8-Speed A/T,Black,Gray,At least 1 accident or damage reported,Yes,41995
BMW,X6 xDrive35i,2009,92008,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed A/T,Black,White,None reported,Yes,12500
Ford,Mustang Base,1998,63900,150.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Gray,White,None reported,Yes,10300
Toyota,Sequoia Limited,2012,150900,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Gray,Black,None reported,Yes,17500
Dodge,Challenger R/T Scat Pack,2019,43000,–,–,6-Speed M/T,Black,Green,None reported,Yes,50000
Land,Rover Range Rover 3.0L Supercharged,2018,38020,5.0 Liter,Gasoline,Automatic,Espresso,White,None reported,,63998
Audi,Q8 55 Premium Plus,2021,14750,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Hybrid,Transmission w/Dual Shift Mode,Black,Silver,None reported,Yes,61059
Subaru,WRX Base,2015,52500,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed M/T,Black,Gray,None reported,Yes,23000
Chevrolet,Suburban LT,2017,207571,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed A/T,Black,Black,At least 1 accident or damage reported,Yes,21000
INFINITI,QX60 Pure,2020,39000,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Gray,Gray,None reported,Yes,29900
Porsche,Cayman Base,2011,66000,265.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Brown,Black,,,28000
INFINITI,QX60 Base,2017,93500,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,Black,None reported,Yes,16000
BMW,M4 Base,2018,7200,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Gasoline,7-Speed A/T,Black,Black,None reported,Yes,64000
Maserati,MC20 MC20,2022,1220,"Nettuno 3L V-6 port/direct injection, DOHC, variable valve contr",Gasoline,"Automatic, 8-Spd Dual-Clutch",–,–,None reported,,238900
Land,Rover Defender SE,2023,8421,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Hybrid,A/T,White,Black,None reported,Yes,90000
BMW,M8 Base,2020,25520,4.4L V8 32V GDI DOHC Twin Turbo,Gasoline,8-Speed Automatic,Black,Brands Hatch Gray Metallic,None reported,,84900
Tesla,Model Y Performance,2020,30554,Electric,,1-Speed Automatic,Black,Blue,None reported,,41999
Volvo,C40 Recharge Pure Electric Twin Ultimate,2023,17000,402.0HP Electric Motor Electric Fuel System,,A/T,Blue,Gray,None reported,Yes,54900
Mercedes-Benz,SL-Class SL 550,2011,41314,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Gasoline,Transmission w/Dual Shift Mode,White,Red,At least 1 accident or damage reported,Yes,30999
Land,Rover Range Rover P525 HSE SWB,2020,49899,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Gasoline,Transmission w/Dual Shift Mode,Black,White,At least 1 accident or damage reported,Yes,64500
Ford,Escape XLT,2012,186268,240.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability,E85 Flex Fuel,6-Speed A/T,Black,Blue,None reported,Yes,4500
Lexus,ES 350 Base,2016,51335,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed A/T,Black,Silver,At least 1 accident or damage reported,Yes,25995
Porsche,718 Boxster GTS,2019,10400,365.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Gasoline,A/T,Black,Gray,None reported,Yes,99750
Mercedes-Benz,G-Class G 550,2020,20622,4.0 Liter Twin Turbo,Gasoline,Automatic,Black,designo Diamond White Metallic,None reported,,142998
RAM,1500 Big Horn,2022,19376,5.7L V8 16V MPFI OHV,Gasoline,Automatic,Black,Bright White Clearcoat,None reported,Yes,45861
Audi,R8 5.2 V10 performance,2020,12245,5.2L V10 40V PDI DOHC,Gasoline,7-Speed Automatic with Auto-Shift,Black / Express Red,Daytona Gray Pearl Effect w/ Black Roof,None reported,,187900
Mitsubishi,Lancer Evolution IX,2006,77000,286.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Gasoline,5-Speed M/T,Black,Silver,None reported,Yes,57000
Acura,TL Technology,2013,40000,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed A/T,Gray,Blue,None reported,Yes,24000
Cadillac,CTS Luxury,2012,113000,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed A/T,Beige,White,None reported,Yes,10000
Chevrolet,Camaro 1SS,2022,7600,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Gasoline,6-Speed M/T,Black,Gray,At least 1 accident or damage reported,Yes,46000
